,address,zip,county,bed,bath,sqft,lot_size,year_built,amenities,annual_taxes,annual_assoc_fee,schools,price
1128,"1160 Ormewood Avenue  Unit: 10Atlanta, GA 30316",30316,Fulton,3.0,2.5,1565.0,,2023,,0,3600.0,2,589900
1129,"3150 SW Esplanade CircleAtlanta, GA 30331",30331,Fulton,5.0,3.5,3832.0,0.2,2004,,3919,0.0,2,589900
1130,"3445 Stratford Road  Unit: #Atlanta, GA 30326",30326,Fulton,2.0,2.0,1776.0,0.041,2006,7.0,5487,11103.0,2,590000
1131,"4510 Bridgeway RoadAtlanta, GA 30331",30331,Fulton,6.0,4.0,3968.0,0.33,2020,2.0,4759,875.0,2,590000
1132,"2325 Mason Drive  Unit: D-22Atlanta, GA 30316",30316,DeKalb,3.0,3.5,2031.0,0.016,2023,3.0,1756,199.0,2,592900
1133,"455 Eastside Avenue SEAtlanta, GA 30316",30316,DeKalb,3.0,3.0,1700.0,0.4,1925,2.0,6400,0.0,2,594900
1134,"317 Mcpherson PlaceAtlanta, GA 30316",30316,DeKalb,3.0,2.0,1500.0,0.1,1930,,5015,0.0,2,595000
1135,"1871 Iona Drive SEAtlanta, GA 30316",30316,DeKalb,4.0,3.5,2040.0,0.3,2023,,3546,0.0,2,595000
1136,"33 SE Meldon Avenue SEAtlanta, GA 30315",30315,Fulton,4.0,3.5,2617.0,0.149,2021,4.0,4317,0.0,2,598000
1137,"1283 Blairwood CourtAtlanta, GA 30331",30331,Fulton,6.0,4.0,4287.0,0.645,2013,2.0,6118,625.0,2,599000
1138,"270 17th Street NW Unit: 2410Atlanta, GA 30363",30363,Fulton,2.0,2.0,1828.0,0.042,2009,3.0,5695,10152.0,2,599000
1139,"2302 Tanglewood Circle NEAtlanta, GA 30345",30345,DeKalb,4.0,3.0,2294.0,1.9,1960,,4866,0.0,2,599000
1140,"1169 Rambler CrossAtlanta, GA 30312",30312,Fulton,3.0,3.5,2074.0,0.033,2018,6.0,6232,190.0,2,599000
1141,"1330 Adams Drive SWAtlanta, GA 30311",30311,Fulton,4.0,3.5,,0.727,2022,,1184,0.0,2,599000
1142,"460 SW CARRIAGE GATEAtlanta, GA 30331",30331,Fulton,4.0,3.5,3373.0,0.605,2001,5.0,5177,1700.0,2,599000
1143,"408 Deering NWAtlanta, GA 30309",30309,Fulton,2.0,2.0,,0.201,1908,,8090,0.0,2,599000
1144,"987 Alloway Place SEAtlanta, GA 30316",30316,Fulton,3.0,3.0,1820.0,0.204,1929,5.0,3580,0.0,2,599000
1145,"788 W Marietta NW Unit: UNIT 1409Atlanta, GA 30318",30318,Fulton,2.0,2.5,1316.0,0.03,2020,4.0,10232,4680.0,2,599800
1146,"77 Peachtree Place NE Unit: 109Atlanta, GA 30309",30309,Fulton,2.0,2.0,1406.0,0.032,2001,8.0,5478,0.0,2,599900
1147,"75 14th Street NE Unit: 3830Atlanta, GA 30309",30309,Fulton,1.0,1.0,746.0,0.017,1992,5.0,3729,0.0,2,599900
1148,"270 17th Street NW Unit: 1910Atlanta, GA 30363",30363,Fulton,2.0,2.5,1728.0,,2009,6.0,6077,10164.0,2,599900
1149,"1053 Riverbend Club Drive SEAtlanta, GA 30339",30339,Cobb,2.0,2.5,1538.0,,1972,1.0,3621,3600.0,2,599900
1150,"4619 Ivygate Circle SEAtlanta, GA 30339",30339,Cobb,5.0,3.5,,0.034,2001,4.0,5554,5400.0,2,599900
1151,"462 Kendrick Avenue SEAtlanta, GA 30315",30315,Fulton,4.0,3.0,1926.0,0.137,1939,,7604,0.0,2,599900
1152,"241 Maynard Terrace  Unit: 16Atlanta, GA 30316",30316,DeKalb,3.0,3.5,2231.0,0.03,2024,4.0,38,197.0,2,599900
1153,"4335 Parkside PlaceAtlanta, GA 30342",30342,Fulton,2.0,3.0,1801.0,0.018,2019,4.0,5303,3480.0,2,599900
1154,"775 Juniper Street NE Unit: 223Atlanta, GA 30308",30308,Fulton,2.0,2.0,1412.0,1.819,2020,6.0,1,7296.0,2,599900
1155,"190 Adair Avenue SEAtlanta, GA 30315",30315,Fulton,4.0,5.5,3167.0,0.222,2021,4.0,6292,0.0,2,599999
1156,"3280 Stillhouse Lane SE Unit: 303Atlanta, GA 30339",30339,Cobb,3.0,3.5,2305.0,0.05,2005,6.0,1362,897.0,2,600000
1157,"2351 Doreen Court NEAtlanta, GA 30345",30345,DeKalb,3.0,3.0,3060.0,0.4,1963,5.0,4890,0.0,2,600000
1158,"712 Gaskill Street SEAtlanta, GA 30316",30316,Fulton,,,,0.101,1920,4.0,3297,0.0,2,600000
1159,"712 Gaskill Street SEAtlanta, GA 30316",30316,Fulton,2.0,2.0,1632.0,0.101,1920,4.0,3297,0.0,2,600000
1160,"478 Sunset Avenue NWAtlanta, GA 30318",30318,Fulton,,,,0.23,2005,,6942,0.0,2,600000
1161,"2500 WoodwardAtlanta, GA 30349",30349,Fulton,3.0,1.5,,1.7,1963,,1512,0.0,2,600000
1162,"700 Park Regency Place NE Unit: 706Atlanta, GA 30326",30326,Fulton,3.0,2.5,,0.038,2001,8.0,5669,14657.0,2,605000
1163,"2333 Mason Drive  Unit: D-26Atlanta, GA 30316",30316,DeKalb,3.0,3.5,2031.0,0.016,2023,3.0,1756,199.0,2,605900
1164,"700 Park Regency Place  Unit: 704Atlanta, GA 30326",30326,Fulton,2.0,2.5,,0.038,2001,3.0,5572,1007.0,2,609900
1165,"775 Juniper Street NE Unit: 615Atlanta, GA 30308",30308,Fulton,2.0,2.0,1282.0,1.819,2020,6.0,10538,6612.0,2,609900
1166,"775 Juniper Street NE Unit: 305Atlanta, GA 30308",30308,Fulton,2.0,2.0,1380.0,1.819,2020,6.0,0,7296.0,2,609900
1167,"1179 EdgefieldAtlanta, GA 30310",30310,Fulton,5.0,4.5,2600.0,1.0,2023,,1580,0.0,2,609900
1168,"643 Grady Place SWAtlanta, GA 30310",30310,Fulton,3.0,2.0,1344.0,0.121,1920,,4478,0.0,2,609999
1169,"1052 Windsor Street SWAtlanta, GA 30310",30310,Fulton,4.0,2.5,2400.0,0.103,2023,6.0,1699,0.0,2,610000
1170,"661 SW Hugh StreetAtlanta, GA 30310",30310,Fulton,4.0,3.0,1914.0,0.14,2023,6.0,829,0.0,2,610000
1171,"2329 Mason Drive  Unit: D-24Atlanta, GA 30316",30316,DeKalb,3.0,3.5,2031.0,0.016,2023,3.0,1756,199.0,2,612900
1172,"1222 Mcpherson Avenue SEAtlanta, GA 30316",30316,DeKalb,3.0,2.0,1306.0,0.2,1922,,5015,0.0,2,614490
1173,"750 Winton Way  Unit: 94Atlanta, GA 30312",30312,Fulton,3.0,3.5,2074.0,0.074,2017,7.0,7016,2340.0,2,615000
1174,"1090 Welch Street SWAtlanta, GA 30310",30310,Fulton,5.0,3.0,,0.119,2023,1.0,1630,0.0,2,615000
1175,"2215 PlantationAtlanta, GA 30341",30341,DeKalb,4.0,3.0,1776.0,0.3,1950,,4084,0.0,2,615000
1176,"490 Marietta NW Unit: 104Atlanta, GA 30313",30313,Fulton,2.0,2.0,,0.044,1945,6.0,5259,7872.0,2,619000
1177,"1794 Dekalb Avenue NEAtlanta, GA 30307",30307,DeKalb,4.0,3.5,2519.0,0.1,2007,2.0,0,1800.0,2,619900
1178,"1631 Morningtide Court NEAtlanta, GA 30324",30324,Fulton,3.0,3.5,1600.0,0.019,2020,6.0,8758,3420.0,2,619999
1179,"1160 Ormewood Avenue  Unit: 2Atlanta, GA 30316",30316,Fulton,3.0,2.5,1565.0,,2023,,0,3600.0,2,620000
1180,"2435 Figaro DriveAtlanta, GA 30339",30339,Cobb,3.0,3.5,2340.0,0.02,2019,5.0,6676,225.0,2,620000
1181,"1820 Peachtree Street  Unit: 604Atlanta, GA 30309",30309,Fulton,2.0,2.5,1521.0,0.035,2010,6.0,10134,0.0,2,620000
1182,"1294 Longreen Terrace Unit 1 NWAtlanta, GA 30318",30318,Fulton,3.0,2.5,,,2024,2.0,0,3372.0,2,620256
1183,"1338 Lucile Avenue SWAtlanta, GA 30310",30310,Fulton,3.0,2.0,1936.0,0.157,1930,6.0,2134,0.0,2,623900
1184,"2548 Kickerillo WayAtlanta, GA 30316",30316,DeKalb,4.0,4.0,,0.24,2007,,9123,1000.0,2,624000
1185,"511 Blake AvenueAtlanta, GA 30316",30316,DeKalb,4.0,4.0,,0.1,1940,,73849,0.0,2,624900
1186,"340 Eugenia Street SW Unit: 504Atlanta, GA 30312",30312,Fulton,4.0,2.5,1850.0,0.234,2023,4.0,1527,2436.0,2,624900
1187,"2626 Peachtree NW Unit: 1807Atlanta, GA 30305",30305,Fulton,3.0,3.0,,0.048,2005,6.0,4338,13908.0,2,624900
1188,"590 Seminole AvenueAtlanta, GA 30307",30307,Fulton,4.0,2.0,1659.0,0.15,1920,3.0,3727,0.0,2,624900
1189,"845 Ridge Avenue NWAtlanta, GA 30318",30318,Fulton,,,,0.28,2002,,7003,0.0,2,624999
1190,"2693 MemorialAtlanta, GA 30317",30317,DeKalb,4.0,3.0,2405.0,0.2,1938,,4201,0.0,2,624999
1191,"170 Boulevard SE Unit: E116Atlanta, GA 30312",30312,Fulton,2.0,2.0,1857.0,,2007,5.0,8159,8316.0,2,625000
1192,"133 Hillside Avenue SEAtlanta, GA 30315",30315,Fulton,4.0,3.5,4223.0,0.432,1938,4.0,2332,0.0,2,625000
1193,"2918 Level Ridge Rd SeAtlanta, GA 30354",30354,Fulton,4.0,4.0,2507.0,0.29,2024,,657,0.0,2,625000
1194,"2660 Peachtree Road NW Unit: 30BAtlanta, GA 30305",30305,Fulton,1.0,1.0,,0.034,1987,4.0,9240,0.0,2,625000
1195,"700 Park Regency Place NE Unit: 1106Atlanta, GA 30326",30326,Fulton,2.0,2.5,,0.038,2001,5.0,5544,14640.0,2,625000
1196,"2607 Hawthorne Drive NEAtlanta, GA 30345",30345,DeKalb,3.0,2.0,1951.0,0.7,1960,,5084,0.0,2,625000
1197,"549 Parkway Drive NEAtlanta, GA 30308",30308,Fulton,2.0,2.0,1578.0,0.129,1985,6.0,5727,0.0,2,625000
1198,"4715 Regency Trace SWAtlanta, GA 30331",30331,Fulton,5.0,4.0,4200.0,0.847,2001,2.0,7140,1700.0,2,625000
1199,"578 Broadview Place NEAtlanta, GA 30324",30324,Fulton,3.0,3.0,,0.037,2018,,8500,1800.0,2,625000
1200,"2950 Mount Wilkinson SE Unit: 505Atlanta, GA 30339",30339,Cobb,2.0,2.0,,0.03,2006,1.0,5628,7752.0,2,625000
1201,"290 Dilbeck Place NEAtlanta, GA 30342",30342,Fulton,2.0,2.5,1412.0,0.028,2022,1.0,8783,1800.0,2,625000
1202,"503 Rockwell SWAtlanta, GA 30310",30310,Fulton,4.0,3.5,2646.0,0.06,2023,,975,0.0,2,625000
1203,"367 Parkway Drive NE Unit: 7Atlanta, GA 30312",30312,Fulton,2.0,2.5,1760.0,0.017,2023,7.0,6647,2700.0,2,625000
1204,"3144 Parkridge CrescentAtlanta, GA 30341",30341,DeKalb,3.0,2.0,1755.0,0.6,1952,6.0,8449,0.0,2,629000
1205,"2110 Memorial Drive SEAtlanta, GA 30317",30317,DeKalb,3.0,2.0,1745.0,0.3,1915,2.0,7135,0.0,2,629000
1206,"270 17th Street NW Unit: 3604Atlanta, GA 30363",30363,Fulton,2.0,3.0,2152.0,,2009,6.0,0,12648.0,2,629900
1207,"241 Maynard Terrace  Unit: 14Atlanta, GA 30316",30316,DeKalb,3.0,3.5,2255.0,0.03,2024,4.0,38,197.0,2,629900
1208,"775 Juniper Street NE Unit: 509Atlanta, GA 30308",30308,Fulton,2.0,2.0,1282.0,1.819,2020,6.0,0,6624.0,2,629900
1209,"1177 SW Arlington AvenueAtlanta, GA 30310",30310,Fulton,4.0,2.5,3332.0,0.18,2004,,3959,0.0,2,629900
1210,"1249 Oxley LaneAtlanta, GA 30307",30307,DeKalb,3.0,3.5,,0.018,2021,5.0,2825,3900.0,2,630000
1211,"285 Centennial Olympic Park Drive NW Unit: 1401Atlanta, GA 30313",30313,Fulton,2.0,2.5,1707.0,0.039,2002,7.0,7251,9372.0,2,634900
1212,"199 Racine SWAtlanta, GA 30314",30314,Fulton,3.0,2.5,2404.0,0.355,1925,4.0,3548,0.0,2,635000
1213,"2266 Memorial Drive SEAtlanta, GA 30317",30317,DeKalb,3.0,3.0,1860.0,0.2,1939,4.0,4615,0.0,2,635000
1214,"1196 Kendron  Unit: #3Atlanta, GA 30329",30329,DeKalb,4.0,4.5,2783.0,,2018,2.0,9238,220.0,2,635000
1215,"4178 ButlerAtlanta, GA 30341",30341,DeKalb,4.0,3.5,2421.0,0.03,2018,4.0,6397,2200.0,2,635000
1216,"984 McDaniel Street SWAtlanta, GA 30310",30310,Fulton,4.0,3.5,2700.0,0.118,2023,1.0,509,0.0,2,639000
1217,"499 SW Rockwell SWAtlanta, GA 30310",30310,Fulton,4.0,3.5,2676.0,0.063,2023,,970,0.0,2,639000
1218,"1677 W North AvenueAtlanta, GA 30318",30318,Fulton,3.0,2.5,1711.0,0.55,1950,3.0,2784,0.0,2,639000
1219,"308 Fair Street SWAtlanta, GA 30313",30313,Fulton,3.0,3.5,2268.0,0.059,2021,,8652,0.0,2,639900
1220,"3481 Lakeside Drive NE Unit: TS4Atlanta, GA 30326",30326,Fulton,2.0,2.5,1614.0,0.037,1990,6.0,8409,11652.0,2,639900
1221,"2335 Mason Drive  Unit: D-27Atlanta, GA 30316",30316,DeKalb,3.0,3.5,2031.0,0.016,2023,3.0,9548,199.0,2,644900
1222,"2193 Park TerraceAtlanta, GA 30337",30337,Fulton,4.0,2.5,,0.229,2023,4.0,2228,0.0,2,645000
1223,"3659 E Paces Walk NEAtlanta, GA 30326",30326,Fulton,3.0,3.0,,0.021,2010,6.0,8733,2520.0,2,645500
1224,"45 Ivan Allen Jr Boulevard NW Unit: 2501Atlanta, GA 30308",30308,Fulton,2.0,2.0,,0.041,2010,5.0,6732,17712.0,2,648000
1225,"1552 N Ellington Street SEAtlanta, GA 30317",30317,DeKalb,5.0,3.0,2548.0,0.2,1946,1.0,5005,0.0,2,649000
1226,"1570 Flat Shoals Road SE Unit: 2Atlanta, GA 30316",30316,DeKalb,3.0,3.5,2500.0,0.363,2024,5.0,1648,3000.0,2,649000
1227,"1080 Peachtree Street NE Unit: 1304Atlanta, GA 30309",30309,Fulton,2.0,2.0,1213.0,0.028,2008,4.0,8473,8316.0,2,649000
1228,"1679 Eastside Parc  Unit: LOT 1Atlanta, GA 30316",30316,DeKalb,4.0,2.5,2201.0,0.33,2023,7.0,1,500.0,2,649900
1229,"55 Weatherby Street SE Unit: BAtlanta, GA 30316",30316,Fulton,3.0,2.5,,0.099,2024,6.0,1150,0.0,2,649900
1230,"726 Brookline SWAtlanta, GA 30310",30310,Fulton,4.0,2.0,2051.0,0.22,1925,6.0,5690,0.0,2,649900
1231,"1452 HardeeAtlanta, GA 30307",30307,DeKalb,3.0,3.0,1712.0,0.1,2023,4.0,4106,0.0,2,649900
1232,"45 Ivan Allen Jr Boulevard NW Unit: 2301Atlanta, GA 30308",30308,Fulton,2.0,2.5,,0.041,2010,7.0,9253,18492.0,2,650000
1233,"270 17th Street NW Unit: 2709Atlanta, GA 30363",30363,Fulton,2.0,2.5,,0.035,2009,5.0,8962,5520.0,2,650000
1234,"1715 Moores Mill RoadAtlanta, GA 30318",30318,Fulton,3.0,2.0,1394.0,0.385,1990,1.0,0,0.0,2,650000
1235,"2144 Tidwell Lane  Unit: 02Atlanta, GA 30318",30318,Fulton,4.0,3.5,2208.0,0.02,2023,5.0,0,3600.0,2,650000
1236,"1409 Lorenzo Drive SWAtlanta, GA 30310",30310,Fulton,5.0,5.0,3500.0,0.253,1950,5.0,1954,0.0,2,650000
1237,"1192 WYLIEAtlanta, GA 30317",30317,Fulton,4.0,4.0,1476.0,0.3,2020,,7557,250.0,2,650000
1238,"34 Dorothy Street SEAtlanta, GA 30315",30315,Fulton,4.0,4.0,,0.158,2023,,1556,0.0,2,650000
1239,"270 17th Street NW Unit: 3108Atlanta, GA 30363",30363,Fulton,3.0,3.0,2135.0,,2009,6.0,0,12528.0,2,650000
1240,"574 Wabash NEAtlanta, GA 30312",30312,Fulton,3.0,2.0,1476.0,0.123,1925,,4001,0.0,2,650000
1241,"682 Woodward SEAtlanta, GA 30312",30312,Fulton,2.0,2.5,1375.0,0.126,1920,5.0,5053,0.0,2,650000
1242,"255 Southerland Terrace NE Unit: 205Atlanta, GA 30307",30307,DeKalb,4.0,4.5,2358.0,0.022,2011,6.0,1926,3792.0,2,650000
1243,"2055 College Avenue NEAtlanta, GA 30317",30317,DeKalb,,,,0.3,1988,,7152,0.0,2,650000
1244,"1570 SE FLAT SHOALS Road SE Unit: 6Atlanta, GA 30316",30316,DeKalb,3.0,3.5,2500.0,0.363,2024,5.0,1648,3000.0,2,655000
1245,"2050 Meador Avenue SEAtlanta, GA 30315",30315,Fulton,6.0,4.0,3420.0,0.33,2021,,1181,0.0,2,659000
1246,"999 Ashby Terrace NWAtlanta, GA 30314",30314,Fulton,4.0,4.0,2800.0,0.215,2023,,970,0.0,2,659900
1247,"775 Juniper Street NE Unit: 405Atlanta, GA 30308",30308,Fulton,2.0,2.0,1412.0,1.819,2020,6.0,0,7296.0,2,659900
1248,"320 Peters Street SW Unit: 15Atlanta, GA 30313",30313,Fulton,2.0,2.0,1730.0,0.038,1929,3.0,6798,3600.0,2,660000
1249,"112 Ericson Street SEAtlanta, GA 30317",30317,DeKalb,4.0,3.5,2659.0,0.1,2005,,6400,0.0,2,667500
1250,"1034 Burnside Place NWAtlanta, GA 30318",30318,Fulton,3.0,4.0,,0.01,2023,5.0,0,4080.0,2,668204
1251,"220 River Springs DriveAtlanta, GA 30328",30328,Fulton,4.0,3.0,3122.0,0.501,1966,,6747,0.0,2,669000
1252,"308 BassAtlanta, GA 30315",30315,Fulton,4.0,2.0,1822.0,0.15,1920,5.0,2213,0.0,2,669000
1253,"1570 Flat Shoals Road SE Unit: 1Atlanta, GA 30316",30316,DeKalb,3.0,3.5,2500.0,0.363,2024,5.0,1648,3000.0,2,669900
1254,"775 Juniper Street NE Unit: 611Atlanta, GA 30308",30308,Fulton,2.0,2.0,1282.0,1.819,2020,6.0,1,7296.0,2,669900
1255,"2903 Salmon Avenue SEAtlanta, GA 30317",30317,DeKalb,4.0,3.0,,0.2,1950,3.0,942,0.0,2,670000
1256,"719 Katherine Johnson LaneAtlanta, GA 30318",30318,Fulton,3.0,3.5,2284.0,0.025,2021,3.0,7337,3000.0,2,670000
1257,"90 Fairlie Street NW Unit: 802Atlanta, GA 30303",30303,Fulton,2.0,3.0,2552.0,0.05,1921,4.0,6435,12876.0,2,674900
1258,"1470 Hardee StreetAtlanta, GA 30307",30307,DeKalb,3.0,2.0,1316.0,0.73,1920,1.0,1146,0.0,2,675000
1259,"266 Lindbergh Drive NEAtlanta, GA 30305",30305,Fulton,3.0,2.0,1340.0,0.172,1946,7.0,5311,0.0,2,675000
1260,"526 Rock Springs Road NEAtlanta, GA 30324",30324,Fulton,3.0,2.0,1416.0,0.294,1950,5.0,6581,0.0,2,675000
1261,"625 Ninas TraceAtlanta, GA 30331",30331,Fulton,5.0,3.0,4246.0,0.41,1994,,5539,199.0,2,675000
1262,"1488 Brook Valley Lane NEAtlanta, GA 30324",30324,DeKalb,3.0,2.0,,0.5,1955,,6987,0.0,2,675000
1263,"558 Portland Place SEAtlanta, GA 30316",30316,DeKalb,3.0,3.5,,0.016,2021,7.0,4980,2100.0,2,675000
1264,"1455 Rochelle DriveAtlanta, GA 30338",30338,DeKalb,4.0,3.0,2564.0,0.5,1965,,9253,0.0,2,675000
1265,"3002 Lenox Road NE Unit: 200Atlanta, GA 30324",30324,Fulton,4.0,6.0,2800.0,0.028,2014,,12248,3600.0,2,675000
1266,"1602 Rivergreen Court SEAtlanta, GA 30339",30339,Cobb,4.0,3.5,3554.0,0.04,2009,,5780,5232.0,2,675000
1267,"505 Broadview Place NEAtlanta, GA 30324",30324,Fulton,3.0,3.0,2620.0,0.043,2018,4.0,2373,0.0,2,680000
1268,"127 Bert Lane  Unit: 6Atlanta, GA 30316",30316,Fulton,3.0,2.5,,,2024,4.0,0,2940.0,2,680160
1269,"127 Bert Lane  Unit: 6Atlanta, GA 30316",30316,Fulton,3.0,2.5,,,2024,4.0,0,2940.0,2,680160
1270,"256 1st Street SWAtlanta, GA 30314",30314,Fulton,4.0,2.5,2545.0,0.182,1944,5.0,2828,0.0,2,685000
1271,"711 Katherine JohnsonAtlanta, GA 30318",30318,Fulton,3.0,3.5,2294.0,0.025,2021,2.0,10236,3000.0,2,685000
1272,"290 Stoneleigh Drive SWAtlanta, GA 30331",30331,Fulton,5.0,4.5,4938.0,0.517,1998,2.0,3339,1250.0,2,685000
1273,"556 Moreland Avenue NE Unit: 2BAtlanta, GA 30307",30307,Fulton,4.0,3.5,3148.0,0.05,2001,,5669,0.0,2,685000
1274,"1242 Oxley LaneAtlanta, GA 30307",30307,DeKalb,4.0,3.5,2268.0,,2021,,9258,0.0,2,685000
1275,"1521 Cobalt Drive NWAtlanta, GA 30318",30318,Fulton,3.0,3.5,2589.0,0.01,2023,3.0,0,3828.0,2,685500
1276,"580 Ember Lane NWAtlanta, GA 30318",30318,Fulton,3.0,4.0,2427.0,0.01,2023,3.0,0,3828.0,2,688885
1277,"986 Linam Avenue SEAtlanta, GA 30315",30315,Fulton,4.0,3.5,2324.0,0.138,2023,5.0,3770,0.0,2,689900
1278,"106 Hogue StreetAtlanta, GA 30312",30312,Fulton,2.0,2.5,1800.0,0.051,2022,,0,0.0,2,690000
1279,"969 Parsons Street NWAtlanta, GA 30314",30314,Fulton,4.0,3.5,2124.0,0.114,2022,4.0,7613,0.0,2,690000
1280,"110 Hogue StreetAtlanta, GA 30312",30312,Fulton,2.0,2.5,1800.0,0.051,2022,,0,0.0,2,690900
1281,"41 High Top RoadAtlanta, GA 30328",30328,Fulton,3.0,3.5,,0.051,2006,2.0,2787,3468.0,2,695000
1282,"335 4th Street NEAtlanta, GA 30308",30308,Fulton,3.0,1.0,1821.0,0.164,1928,4.0,5887,0.0,2,695000
1283,"1116 Piedmont Avenue NE Unit: 11Atlanta, GA 30309",30309,Fulton,3.0,3.0,1574.0,0.034,1910,7.0,7159,0.0,2,697500
1284,"38 Bass Street SEAtlanta, GA 30315",30315,Fulton,3.0,3.0,,,2023,5.0,0,2196.0,2,699000
1285,"1145 Wade Street NEAtlanta, GA 30307",30307,Fulton,3.0,2.5,1577.0,0.128,1940,,2127,0.0,2,699000
1286,"330 LelandAtlanta, GA 30317",30317,DeKalb,4.0,3.0,2010.0,0.2,1930,,8238,0.0,2,699000
1287,"1043 Hill Street SE Unit: AAtlanta, GA 30315",30315,Fulton,3.0,2.5,2026.0,0.241,2018,6.0,7487,0.0,2,699000
1288,"804 Woodland SEAtlanta, GA 30316",30316,Fulton,3.0,2.0,1624.0,0.216,1930,5.0,6000,0.0,2,699000
1289,"1986 Memorial Drive SEAtlanta, GA 30317",30317,DeKalb,3.0,3.5,2000.0,0.2,2021,4.0,302,0.0,2,699000
1290,"219-A Howell Drive SEAtlanta, GA 30316",30316,Fulton,3.0,3.0,1850.0,,2023,3.0,0,0.0,2,699900
1291,"219-B Howell Drive SEAtlanta, GA 30316",30316,Fulton,3.0,3.0,1817.0,,2023,3.0,0,0.0,2,699900
1292,"1685 Eastside Parc  Unit: LOT 2Atlanta, GA 30316",30316,DeKalb,5.0,3.5,2781.0,0.28,2023,5.0,878,500.0,2,699900
1293,"1462 Hardee Street NEAtlanta, GA 30307",30307,DeKalb,3.0,2.5,,0.1,2023,3.0,1018,0.0,2,699900
1294,"4893 Ashford WalkAtlanta, GA 30338",30338,DeKalb,3.0,2.5,2465.0,0.3,1996,1.0,9356,0.0,2,699900
1295,"45 Ivan Allen Jr Boulevard NW Unit: 1902Atlanta, GA 30308",30308,Fulton,2.0,2.5,1823.0,0.042,2010,5.0,9500,17592.0,2,699999
1296,"568 WintonAtlanta, GA 30308",30308,Fulton,3.0,2.0,1376.0,0.1,1920,2.0,7571,0.0,2,700000
1297,"367 Parkway Drive NE Unit: 3Atlanta, GA 30312",30312,Fulton,3.0,2.5,1893.0,0.024,2023,5.0,8161,2700.0,2,700000
1298,"2079 Manchester Street NEAtlanta, GA 30324",30324,Fulton,4.0,2.5,2620.0,0.02,2015,1.0,4602,2220.0,2,704900
1299,"864 Kirkwood Avenue SEAtlanta, GA 30316",30316,Fulton,4.0,1.5,,0.099,1920,2.0,4011,0.0,2,705303
1300,"1050 Willis MillAtlanta, GA 30311",30311,Fulton,5.0,3.0,4183.0,1.5,1956,2.0,3858,0.0,2,709900
1301,"3208 Sonnet Walk SEAtlanta, GA 30339",30339,Cobb,3.0,3.5,4041.0,0.03,2021,,7547,3720.0,2,710000
1302,"325 Enota Place SWAtlanta, GA 30310",30310,Fulton,4.0,3.5,2767.0,0.166,2023,,0,0.0,2,714900
1303,"343 Morgan Place SEAtlanta, GA 30317",30317,DeKalb,4.0,4.0,,0.2,2016,4.0,7752,0.0,2,719000
1304,"270 17th Street NW Unit: 4107Atlanta, GA 30363",30363,Fulton,2.0,2.5,,,2009,5.0,0,10584.0,2,719900
1305,"2166 Belvedere AvenueAtlanta, GA 30311",30311,Fulton,4.0,4.5,3200.0,0.229,2023,4.0,1484,0.0,2,724999
1306,"2365 Rover CourtAtlanta, GA 30317",30317,DeKalb,3.0,3.5,2600.0,0.027,2020,6.0,7046,1800.0,2,724999
1307,"680 Holmes Street NWAtlanta, GA 30318",30318,Fulton,5.0,4.5,2670.0,0.244,1965,3.0,7678,0.0,2,725000
1308,"2146 Tidwell Lane NW Unit: 03Atlanta, GA 30318",30318,Fulton,4.0,3.5,2702.0,0.033,2023,5.0,0,3600.0,2,725000
1309,"580 Elmwood Drive NEAtlanta, GA 30306",30306,Fulton,3.0,2.0,1861.0,0.162,1925,8.0,21736,0.0,2,725000
1310,"2180 Hosea L Williams Drive NEAtlanta, GA 30317",30317,DeKalb,3.0,2.0,,0.2,2023,6.0,8412,0.0,2,725000
1311,"828 Canterbury OverlookAtlanta, GA 30324",30324,Fulton,4.0,3.5,,0.05,2015,1.0,10007,4140.0,2,725000
1312,"65 Claire Drive SEAtlanta, GA 30315",30315,Fulton,5.0,3.0,4150.0,0.334,2001,,5972,0.0,2,725000
1313,"1415 River Vista DriveAtlanta, GA 30339",30339,Fulton,3.0,3.5,2295.0,0.02,2009,6.0,9200,0.0,2,725000
1314,"910 Park Avenue SE Unit: BAtlanta, GA 30315",30315,Fulton,4.0,3.0,2176.0,0.091,2018,,10500,0.0,2,725000
1315,"1251 Chelsea Circle NW Unit: 30Atlanta, GA 30318",30318,Fulton,3.0,3.5,2107.0,0.001,2022,1.0,1,2700.0,2,725943
1316,"1051 Citadel Drive NEAtlanta, GA 30324",30324,DeKalb,3.0,2.0,1780.0,0.4,1950,6.0,5346,0.0,2,729000
1317,"3325 Piedmont Road  Unit: 2204Atlanta, GA 30305",30305,Fulton,2.0,2.0,1568.0,0.036,2008,6.0,9874,1166.0,2,729500
1318,"775 Juniper Street NE Unit: 506Atlanta, GA 30308",30308,Fulton,2.0,2.0,1387.0,1.819,2020,6.0,1,6468.0,2,729900
1319,"2858 BriarcliffAtlanta, GA 30329",30329,DeKalb,5.0,3.0,2440.0,0.4,1956,,5723,0.0,2,729900
1320,"1047 Burnside Road NWAtlanta, GA 30318",30318,Fulton,3.0,4.0,,0.01,2023,5.0,0,4080.0,2,737461
1321,"404 Pratt Drive  Unit: 1306Atlanta, GA 30315",30315,Fulton,3.0,2.5,2236.0,,2021,3.0,7353,261.0,2,739000
1322,"3117 Kings Arms Court NEAtlanta, GA 30345",30345,DeKalb,6.0,4.5,4397.0,0.3,1992,2.0,7707,0.0,2,739000
