,address,zip,county,bed,bath,sqft,lot_size,year_built,amenities,annual_taxes,annual_assoc_fee,schools,price,lat,long
167,"2459 Rockcliff Road SEAtlanta, GA 30316",30316,DeKalb,3.0,1.5,1350.0,0.6,1961,,3792,0.0,2,209900,33.715828,-84.32217399999999
168,"1507 S Gordon StreetAtlanta, GA 30310",30310,Fulton,4.0,2.0,,0.21,1988,,1791,0.0,2,209900,33.7398268,-84.43697999999999
169,"115 RockfortAtlanta, GA 30349",30349,Fulton,4.0,2.5,1278.0,0.342,1974,,1827,0.0,2,210000,33.5780625,-84.50434899999999
170,"971 Sims Avenue NWAtlanta, GA 30318",30318,Fulton,3.0,2.0,874.0,0.207,1935,,2728,0.0,2,210000,33.7812713,-84.453683
171,"513 Summit North NEAtlanta, GA 30324",30324,Fulton,1.0,1.0,859.0,0.02,1982,5.0,212,3192.0,2,210000,33.827969,-84.361938
172,"541 W Lake AvenueAtlanta, GA 30318",30318,Fulton,2.0,1.0,980.0,0.152,1940,,1578,0.0,2,210000,33.7701828,-84.4414862
173,"1436 Lanvale Drive SWAtlanta, GA 30310",30310,Fulton,3.0,1.0,2200.0,0.201,1950,3.0,2428,0.0,2,210000,33.724026,-84.435011
174,"3074 Chastain Park NEAtlanta, GA 30342",30342,Fulton,1.0,1.0,690.0,0.016,1987,7.0,638,3792.0,2,210000,33.8771131,-84.3834061
175,"1716 Devon Drive  Unit: 41Atlanta, GA 30311",30311,Fulton,2.0,2.5,1328.0,0.02,2005,,2291,0.0,2,210000,33.708739,-84.483434
176,"2285 Peachtree Road NE Unit: UNIT 1401Atlanta, GA 30309",30309,Fulton,1.0,1.0,667.0,0.015,1965,3.0,1199,6360.0,2,210000,33.8163771,-84.3895404
177,"3655 Habersham Road NE Unit: 210Atlanta, GA 30305",30305,Fulton,1.0,1.0,,0.016,1989,8.0,2548,3000.0,2,210000,33.8539023,-84.3800198
178,"1195 SE Milton Terrace  Unit: 3305Atlanta, GA 30315",30315,Fulton,1.0,1.0,,,2006,3.0,1230,3250.0,2,210000,33.7224677,-84.3802913
179,"644 Church StreetAtlanta, GA 30318",30318,Fulton,4.0,2.0,2160.0,0.17,1968,4.0,3505,0.0,2,210000,33.7725509,-84.4670809
180,"6421 Olmadison LaneAtlanta, GA 30349",30349,Fulton,3.0,2.5,1540.0,0.143,2006,1.0,2157,0.0,2,211000,33.5795533,-84.4681114
181,"3115 Seven Pines  Unit: 301Atlanta, GA 30339",30339,Cobb,2.0,1.0,980.0,0.03,1975,8.0,2170,3540.0,2,211500,33.8729482,-84.4692816
182,"2657 Lenox Road NE Unit: 80-1Atlanta, GA 30324",30324,Fulton,1.0,1.0,650.0,0.015,1994,8.0,401,2760.0,2,212000,33.826698,-84.353178
183,"898 Oak  Unit: 1215Atlanta, GA 30310",30310,Fulton,2.0,1.0,1105.0,0.025,2006,5.0,3118,525.0,2,212500,33.7390722,-84.41722159999999
184,"898 OakAtlanta, GA 30310",30310,Fulton,,,,0.025,2006,6.0,3118,0.0,2,212500,33.7400261,-84.4174795
185,"503 Summit North Drive NEAtlanta, GA 30324",30324,Fulton,1.0,1.0,,,1982,,2896,3192.0,2,212500,33.8278482,-84.36268799999999
186,"2397 BigwoodAtlanta, GA 30349",30349,Fulton,3.0,2.5,1438.0,0.04,2006,,399,60.0,2,213900,33.5779952,-84.46688069999999
187,"3353 Ward Drive SWAtlanta, GA 30354",30354,Fulton,3.0,1.0,1050.0,0.286,1960,3.0,1032,0.0,2,214000,33.66698590000001,-84.3915533
188,"2479 Peachtree Road NE Unit: 1506Atlanta, GA 30305",30305,Fulton,1.0,1.0,837.0,0.019,1967,2.0,984,550.0,2,214900,33.8225017,-84.3865221
189,"1987 Ruth Street NWAtlanta, GA 30318",30318,Fulton,3.0,3.0,2160.0,0.17,1930,,2848,0.0,2,214900,33.7853703,-84.4527506
190,"1143 Hillcrest Drive SEAtlanta, GA 30316",30316,DeKalb,2.0,2.0,,0.2,1948,,2655,0.0,2,214900,33.6984259,-84.34374969999999
191,"1690 Broad RiverAtlanta, GA 30349",30349,Clayton,2.0,2.5,1452.0,0.1,2009,2.0,2077,840.0,2,214900,33.6017349,-84.4482081
192,"375 Ralph Mcgill Boulevard NE Unit: 201Atlanta, GA 30312",30312,Fulton,2.0,1.0,,0.023,1980,6.0,2590,6060.0,2,214999,33.7634188,-84.37537619999999
193,"4485 Pamela Lane SWAtlanta, GA 30331",30331,Fulton,4.0,2.5,,0.499,1967,,975,0.0,2,215000,33.6776709,-84.5350175
194,"57 FORSYTH NW Unit: 10DAtlanta, GA 30303",30303,Fulton,1.0,1.5,868.0,0.019,1913,5.0,753,7800.0,2,215000,33.7558251,-84.3896366
195,"2657 LENOX  Unit: 143Atlanta, GA 30324",30324,Fulton,1.0,1.0,650.0,0.014,1994,5.0,2532,2496.0,2,215000,33.8273195,-84.3533805
196,"2638 Vinings Central Drive SE Unit: 31Atlanta, GA 30339",30339,Cobb,1.0,1.0,,0.11,1986,1.0,1162,4800.0,2,215000,33.8381329,-84.477975
197,"2363 SW Cherry Blossom Drive SWAtlanta, GA 30331",30331,Fulton,4.0,2.0,,0.448,1956,,4007,0.0,2,215000,33.6913617,-84.5034151
198,"852 Laurelmont SWAtlanta, GA 30311",30311,Fulton,3.0,1.5,2100.0,0.471,1958,2.0,3024,0.0,2,215000,33.73224769999999,-84.4927611
199,"2375 Surrey TrailAtlanta, GA 30349",30349,Fulton,3.0,1.5,1368.0,0.412,1965,,3241,0.0,2,215000,33.6058317,-84.46744989999999
200,"1081 Forest Valley DriveAtlanta, GA 30354",30354,Fulton,3.0,1.5,2562.0,0.387,1970,,620,0.0,2,215000,33.6503132,-84.35533439999999
201,"1888 SE Brannen RoadAtlanta, GA 30316",30316,DeKalb,3.0,1.0,1025.0,0.3,1949,,3065,0.0,2,215000,33.7184429,-84.3264915
202,"445 SW Westmeath DriveAtlanta, GA 30310",30310,Fulton,2.0,1.0,918.0,0.19,1945,,2137,0.0,2,215000,33.7431158,-84.44624979999999
203,"697 Fayetteville Road  Unit: 102Atlanta, GA 30316",30316,DeKalb,3.0,2.5,1508.0,0.3,2024,1.0,1394,0.0,2,215160,33.7373907,-84.3140584
204,"970 Sidney Marcus Boulevard NE Unit: 2209Atlanta, GA 30324",30324,Fulton,1.0,1.0,840.0,0.019,1988,6.0,3143,3889.0,2,217000,33.8253325,-84.3564308
205,"81 Burbank Drive NWAtlanta, GA 30314",30314,Fulton,3.0,2.0,,0.427,1955,6.0,3330,0.0,2,218000,33.7574204,-84.42857029999999
206,"3698 FairlaneAtlanta, GA 30331",30331,Fulton,3.0,2.0,,0.234,1960,2.0,2462,0.0,2,219000,33.7662425,-84.5090487
207,"745 Monroe Drive NE Unit: APT 14Atlanta, GA 30308",30308,Fulton,1.0,1.0,620.0,0.014,1930,,1586,3702.0,2,219500,33.7748921,-84.3704686
208,"375 Ralph Mcgill Boulevard NE Unit: 1802Atlanta, GA 30312",30312,Fulton,1.0,1.0,800.0,0.018,1980,5.0,2166,4788.0,2,219850,33.7634188,-84.37537619999999
209,"898 Oak Street SW Unit: 1222Atlanta, GA 30310",30310,Fulton,2.0,2.0,,0.024,2006,6.0,3404,5700.0,2,219900,33.7390722,-84.41722159999999
210,"2695 Picardy Circle S Unit: BAtlanta, GA 30349",30349,Fulton,2.0,2.5,1365.0,0.119,1986,,102,0.0,2,219900,33.5966226,-84.4774322
211,"1331 Bluefield SWAtlanta, GA 30310",30310,Fulton,3.0,1.0,,0.2,1948,6.0,2514,0.0,2,219900,33.7252601,-84.431483
212,"115 W Peachtree Place NW Unit: 314Atlanta, GA 30313",30313,Fulton,1.0,1.0,,0.022,2002,7.0,1150,4800.0,2,219900,33.7642736,-84.3909082
213,"2394 Bigwood TrailAtlanta, GA 30349",30349,Fulton,3.0,2.5,,0.04,2008,2.0,3471,720.0,2,219900,33.577615,-84.4668418
214,"5525 Campbellton RdAtlanta, GA 30349",30349,Fulton,3.0,2.0,1854.0,1.51,1959,2.0,3081,0.0,2,219900,33.7024579,-84.5698156
215,"1183 Cahaba DriveAtlanta, GA 30311",30311,Fulton,3.0,1.5,1555.0,0.21,1941,,2500,0.0,2,219900,33.7231431,-84.4490594
216,"32 Peachtree Street NW Unit: 1303Atlanta, GA 30303",30303,Fulton,2.0,2.0,902.0,0.02,1920,1.0,1518,8124.0,2,219900,33.754733,-84.38989149999999
217,"682 Mcgill NEAtlanta, GA 30312",30312,Fulton,1.0,1.0,813.0,0.018,1987,2.0,3187,4284.0,2,220000,33.7651036,-84.3765399
218,"346 Tazor StreetAtlanta, GA 30314",30314,Fulton,3.0,1.0,,0.089,1935,,0,0.0,2,220000,33.76413,-84.4211954
219,"2409 Omaha Road SWAtlanta, GA 30331",30331,Fulton,3.0,1.0,,0.258,1963,,1762,0.0,2,220000,33.69144300000001,-84.5401772
220,"3351 Lake Valley NWAtlanta, GA 30331",30331,Fulton,3.0,1.0,975.0,0.342,1962,4.0,3710,0.0,2,220000,33.765224,-84.497692
221,"2561 Loghaven Drive NWAtlanta, GA 30318",30318,Fulton,2.0,1.0,,0.536,1950,,3522,0.0,2,220000,33.7604644,-84.47173500000001
222,"2657 Lenox Road NE Unit: N189Atlanta, GA 30324",30324,Fulton,2.0,2.0,,0.022,1994,4.0,3233,3660.0,2,220000,33.826698,-84.353178
223,"795 Hammond Drive  Unit: 808Atlanta, GA 30328",30328,Fulton,1.0,1.0,769.0,0.018,1990,6.0,1163,5304.0,2,220000,33.9174942,-84.359405
224,"1291 Greenwich Street SWAtlanta, GA 30310",30310,Fulton,4.0,3.0,2575.0,0.215,1929,5.0,2990,0.0,2,220000,33.7441677,-84.42994829999999
225,"266 NW Hamilton E Holmes DriveAtlanta, GA 30318",30318,Fulton,3.0,2.0,1056.0,0.31,1950,,2551,0.0,2,220000,33.7642976,-84.4700382
226,"1382 Childress Drive SwAtlanta, GA 30311",30311,Fulton,3.0,1.5,1727.0,1.127,1955,3.0,2524,0.0,2,220000,33.7178029,-84.489503
227,"3023 SE Forrest TerraceAtlanta, GA 30354",30354,Fulton,3.0,1.5,1107.0,0.61,1972,,3250,0.0,2,220975,33.6580771,-84.38574419999999
228,"3005 Seven Pines Lane  Unit: 206Atlanta, GA 30339",30339,Cobb,2.0,2.0,980.0,0.032,1975,8.0,1679,352.0,2,220990,33.87037,-84.46989599999999
229,"2014 Moorehouse DriveAtlanta, GA 30314",30314,Fulton,3.0,2.0,,,1985,3.0,2847,0.0,2,222000,33.760917,-84.4531469
230,"2700 Pine Tree Road NE Unit: 2306Atlanta, GA 30324",30324,Fulton,1.0,1.0,748.0,0.017,2000,8.0,2767,2760.0,2,222900,33.8284249,-84.359152
231,"400 17th NW Unit: 2118Atlanta, GA 30363",30363,Fulton,1.0,1.0,,0.017,2005,8.0,919,4308.0,2,223900,33.7892178,-84.4020195
232,"2544 Laurel CircleAtlanta, GA 30311",30311,Fulton,2.0,2.5,1626.0,0.05,2006,4.0,2423,1620.0,2,225000,33.7564657,-84.47318109999999
233,"2547 Bradford Square NEAtlanta, GA 30345",30345,DeKalb,2.0,1.5,1092.0,,1966,1.0,1756,4200.0,2,225000,33.8620916,-84.2847214
234,"74 Chappell Road NWAtlanta, GA 30314",30314,Fulton,2.0,1.0,,0.146,1955,3.0,52,0.0,2,225000,33.7569607,-84.43382129999999
235,"878 Peachtree Street NE Unit: 826Atlanta, GA 30309",30309,Fulton,1.0,1.0,,0.012,1951,6.0,1565,2640.0,2,225000,33.7790109,-84.38543519999999
236,"3753 Adamsville Drive SWAtlanta, GA 30331",30331,Fulton,3.0,2.0,1024.0,0.37,1990,3.0,70,0.0,2,225000,33.76201880000001,-84.5106977
237,"1280 NW West Peachtree Street NW Unit: 1208Atlanta, GA 30309",30309,Fulton,1.0,1.0,645.0,0.015,1989,8.0,2682,340.0,2,225000,33.7876318,-84.3882282
238,"1195 Milton Terrace SE Unit: 3403Atlanta, GA 30315",30315,Fulton,1.0,1.0,683.0,0.016,2006,8.0,2883,3096.0,2,225000,33.7224677,-84.3802913
239,"970 Sidney Marcus Boulevard NE Unit: 2413Atlanta, GA 30324",30324,Fulton,1.0,1.0,840.0,0.019,1988,8.0,730,3480.0,2,225000,33.8253325,-84.3564308
240,"2172 Jernigan Drive SEAtlanta, GA 30315",30315,Fulton,2.0,1.0,879.0,0.22,1950,,1055,0.0,2,225000,33.694844,-84.3721326
241,"3395 LAKE VALLEY Road NWAtlanta, GA 30331",30331,Fulton,2.0,2.0,954.0,0.375,1945,2.0,292,0.0,2,225000,33.7642063,-84.49946109999999
242,"1639 Briarcliff NE Unit: 5Atlanta, GA 30306",30306,DeKalb,2.0,1.0,,,1957,2.0,3525,0.0,2,225000,33.801412,-84.33676609999999
243,"878 Peachtree Street NE Unit: 423Atlanta, GA 30309",30309,Fulton,1.0,1.0,515.0,,1951,5.0,1043,0.0,2,225000,33.7790596,-84.3848233
244,"120 Ralph McGill Boulevard NE Unit: APT 507Atlanta, GA 30308",30308,Fulton,,,,0.026,1974,6.0,1882,624.0,2,225000,33.7647797,-84.38357160000001
245,"1280 W Peachtree Street NW Unit: APT 2504Atlanta, GA 30309",30309,Fulton,1.0,1.0,645.0,0.015,1989,8.0,1163,4464.0,2,225000,33.7896852,-84.38880449999999
246,"3447 ADKINS Road NWAtlanta, GA 30331",30331,Fulton,4.0,2.0,1560.0,0.234,1962,,318,0.0,2,225000,33.7738053,-84.50379380000001
247,"1280 W Peachtree Street NW Unit: 910Atlanta, GA 30309",30309,Fulton,1.0,1.0,,0.015,1989,4.0,1211,4080.0,2,225000,33.7896852,-84.38880449999999
248,"94 Rosaire NWAtlanta, GA 30327",30327,Fulton,1.0,1.0,,0.019,1968,5.0,293,5087.0,2,225000,33.819172,-84.427646
249,"120 Prattling CourtAtlanta, GA 30349",30349,Fulton,2.0,2.5,1404.0,0.027,2006,1.0,1581,1056.0,2,225000,33.6259333,-84.54869339999999
250,"1111 Pine Heights Drive NEAtlanta, GA 30324",30324,Fulton,1.0,1.0,831.0,0.019,1986,6.0,2975,0.0,2,225000,33.829004,-84.35746999999999
251,"1280 W Peachtree NW Unit: 1811Atlanta, GA 30309",30309,Fulton,1.0,1.0,645.0,0.015,1989,8.0,2762,4476.0,2,225000,33.7896852,-84.38880449999999
252,"1280 W Peachtree Street NW Unit: APT 805Atlanta, GA 30309",30309,Fulton,1.0,1.0,645.0,0.015,1989,4.0,1105,379.0,2,225000,33.7896852,-84.38880449999999
253,"153 Oakcliff CtAtlanta, GA 30331",30331,Fulton,4.0,2.0,1575.0,0.25,1963,1.0,20,0.0,2,225000,33.7598006,-84.4992152
254,"257 E Simon Terrace NWAtlanta, GA 30318",30318,Fulton,5.0,3.0,2327.0,0.297,1962,2.0,1441,0.0,2,225000,33.7618424,-84.4747472
255,"2195 Fairway Circle SWAtlanta, GA 30331",30331,Fulton,3.0,2.0,1170.0,0.39,1972,,1181,0.0,2,225000,33.6860963,-84.5364508
256,"1002 Pine Tree TrailAtlanta, GA 30349",30349,Fulton,4.0,2.5,1587.0,0.03,1989,,1574,2400.0,2,225000,33.5674604,-84.4799531
257,"2983 Linkwood Place NWAtlanta, GA 30318",30318,Fulton,3.0,1.5,1474.0,0.275,1958,3.0,3052,0.0,2,225000,33.7617994,-84.4845028
258,"2169 Chadwick Road SWAtlanta, GA 30331",30331,Fulton,3.0,2.5,1368.0,0.03,2018,,1196,2460.0,2,227000,33.6947044,-84.5211027
259,"620 Peachtree Street NE Unit: APT 403Atlanta, GA 30308",30308,Fulton,1.0,1.0,740.0,0.017,1965,7.0,2351,6971.0,2,229000,33.7715537,-84.3854594
260,"795 HAMMOND Drive  Unit: 2011Atlanta, GA 30328",30328,Fulton,1.0,1.0,636.0,0.012,1990,6.0,1100,0.0,2,229000,33.9174942,-84.359405
261,"32 Peachtree Street NW Unit: 1705Atlanta, GA 30303",30303,Fulton,2.0,1.0,,,1920,4.0,3700,7070.0,2,229000,33.754733,-84.38989149999999
262,"375 Ralph Mcgill  Unit: 1701Atlanta, GA 30312",30312,Fulton,1.0,1.0,,0.01,1980,3.0,3492,6480.0,2,229000,33.7634188,-84.37537619999999
263,"812 Amber PlaceAtlanta, GA 30331",30331,Fulton,3.0,1.0,825.0,0.209,1955,,1695,0.0,2,229000,33.7765039,-84.5118346
264,"1304 Elizabeth Road SWAtlanta, GA 30310",30310,Fulton,2.0,1.5,1000.0,0.253,1950,1.0,2966,0.0,2,229000,33.7191637,-84.435305
265,"42 Cantey Place NWAtlanta, GA 30327",30327,Fulton,1.0,1.0,,0.019,1970,4.0,3194,5160.0,2,229000,33.819571,-84.4255858
266,"1752 Springview RoadAtlanta, GA 30314",30314,Fulton,3.0,1.0,,0.2,1948,3.0,3000,0.0,2,229000,33.7605334,-84.44456819999999
267,"2163 SW Worthem AvenueAtlanta, GA 30311",30311,Fulton,3.0,20.0,1144.0,0.23,1950,,2668,0.0,2,229000,33.7234034,-84.47501369999999
268,"3240 Henderson Mill Road  Unit: 8Atlanta, GA 30341",30341,DeKalb,2.0,2.0,1205.0,,1968,7.0,1534,4800.0,2,229500,33.880045,-84.24852500000001
269,"5560 Pine Gate DriveAtlanta, GA 30349",30349,Clayton,3.0,2.0,1355.0,,1989,2.0,1714,0.0,2,229900,33.6034688,-84.42155439999999
270,"798 Saint Charles Avenue NE Unit: 3Atlanta, GA 30306",30306,Fulton,1.0,1.0,635.0,0.014,1963,,3221,3300.0,2,229900,33.775785,-84.3611571
271,"660 Skipper Drive NWAtlanta, GA 30318",30318,Fulton,4.0,2.5,1512.0,0.451,1959,,1321,0.0,2,229900,33.7732194,-84.49081439999999
272,"6700 Roswell Road  Unit: 13BAtlanta, GA 30328",30328,Fulton,3.0,2.0,1216.0,0.027,1967,6.0,0,4188.0,2,229900,33.9393805,-84.3768549
273,"241 Simon Terrace NWAtlanta, GA 30318",30318,Fulton,2.0,1.5,1070.0,0.207,1960,,2915,0.0,2,230000,33.761433,-84.4753253
274,"2016 Rodeo Court SEAtlanta, GA 30316",30316,DeKalb,3.0,2.0,,0.4,1958,1.0,2369,0.0,2,230000,33.6990763,-84.307625
275,"1750 Lisbon DriveAtlanta, GA 30310",30310,Fulton,3.0,2.0,,0.156,1950,,1297,0.0,2,230000,33.7069489,-84.4118585
276,"1406 Graymont Drive SWAtlanta, GA 30310",30310,Fulton,2.0,1.0,900.0,0.138,1950,,2460,0.0,2,230000,33.7158542,-84.4362416
277,"300 W Peachtree St 7 AAtlanta, GA 30308",30308,Fulton,1.0,1.0,,0.014,1962,2.0,2580,5988.0,2,230000,33.76256,-84.387878
278,"3437 Hogan Road SWAtlanta, GA 30331",30331,Fulton,3.0,1.5,1704.0,0.643,1956,,2026,0.0,2,230000,33.6763668,-84.5016328
279,"1832 Devon SWAtlanta, GA 30311",30311,Fulton,3.0,2.5,,0.02,2005,1.0,3274,250.0,2,230000,33.7069937,-84.4831195
280,"823 Humphries Street SWAtlanta, GA 30310",30310,Fulton,3.0,1.0,1040.0,0.096,2001,,870,0.0,2,230000,33.7325049,-84.4058786
281,"1417 RichlandAtlanta, GA 30310",30310,Fulton,3.0,1.0,1440.0,0.19,1946,3.0,2291,0.0,2,230000,33.7311691,-84.43414949999999
282,"361 NW 17th Street  Unit: 1909Atlanta, GA 30363",30363,Fulton,1.0,1.0,722.0,,2005,2.0,3752,431.0,2,230000,33.7910495,-84.400194
283,"425 Chapel Street SW Unit: 2303Atlanta, GA 30313",30313,Fulton,1.0,1.0,,0.023,2006,5.0,3487,4104.0,2,232000,33.7524195,-84.4017367
284,"2363 Cross Street NWAtlanta, GA 30318",30318,Fulton,4.0,2.0,,0.206,1940,,4431,0.0,2,232000,33.7734494,-84.4643134
285,"1445 NE Monroe Drive NE Unit: APT G13Atlanta, GA 30324",30324,Fulton,1.0,1.0,720.0,0.017,1975,1.0,1374,0.0,2,232900,33.794041,-84.36567300000002
286,"697 Fayetteville Road  Unit: 301Atlanta, GA 30316",30316,DeKalb,1.0,1.0,601.0,0.3,2024,1.0,1394,0.0,2,232920,33.7373907,-84.3140584
287,"2169 Cypress Lane SWAtlanta, GA 30331",30331,Fulton,3.0,2.5,1368.0,,2019,1.0,1199,2460.0,2,233000,33.6946783,-84.5195959
288,"795 Hammond Drive  Unit: 2303Atlanta, GA 30328",30328,Fulton,1.0,1.0,,0.022,1990,4.0,2350,6756.0,2,233900,33.9174942,-84.359405
289,"1753 Broad River RoadAtlanta, GA 30349",30349,Clayton,3.0,2.5,1452.0,0.062,2008,3.0,2999,900.0,2,234000,33.6020304,-84.4489668
290,"568 Woodlawn Avenue NWAtlanta, GA 30318",30318,Fulton,3.0,2.5,1568.0,0.314,1922,,4993,0.0,2,234900,33.7704307,-84.4363236
291,"702 Argonne Avenue NE Unit: 2Atlanta, GA 30308",30308,Fulton,2.0,1.0,667.0,0.015,1965,3.0,3242,386.0,2,234900,33.7736267,-84.3780311
292,"361 17th Street NW Unit: 2608Atlanta, GA 30363",30363,Fulton,1.0,1.0,690.0,0.016,2005,5.0,1457,5282.0,2,234900,33.7916224,-84.3980682
293,"1012 Ada Avenue NwAtlanta, GA 30318",30318,Fulton,3.0,2.0,,0.17,1994,,2000,0.0,2,234900,33.7824217,-84.4650309
294,"1280 W Peachtree Street NW Unit: 1702Atlanta, GA 30309",30309,Fulton,1.0,1.0,625.0,0.014,1989,7.0,673,4080.0,2,235000,33.7896852,-84.38880449999999
295,"300 W Peachtree Street  Unit: UNIT 6HAtlanta, GA 30308",30308,Fulton,1.0,1.0,599.0,,1962,4.0,2504,5988.0,2,235000,33.76256,-84.387878
296,"883 CAPITOL VIEW Avenue NWAtlanta, GA 30318",30318,Fulton,2.0,1.0,1122.0,0.201,1930,2.0,3146,0.0,2,235000,33.7791619,-84.4670399
297,"6851 Roswell Road  Unit: A4Atlanta, GA 30328",30328,Fulton,2.0,2.0,1206.0,0.028,1964,9.0,2343,4200.0,2,235000,33.9416795,-84.37265239999999
298,"300 W Peachtree St NW  Unit: 7Latlanta, GA 30308",30308,Fulton,1.0,1.0,609.0,0.014,1962,,2580,499.0,2,235000,33.76256,-84.387878
299,"2555 Flat Shoals Road  Unit: 3506Atlanta, GA 30349",30349,Fulton,3.0,2.5,1550.0,0.064,2006,5.0,3127,4200.0,2,235000,33.5918117,-84.4712284
300,"5550 Kingsport DriveAtlanta, GA 30342",30342,Fulton,2.0,1.5,1178.0,0.027,1980,4.0,506,0.0,2,235000,33.9096142,-84.3841939
301,"1567 AlderAtlanta, GA 30311",30311,Fulton,3.0,1.0,1076.0,0.258,1950,1.0,3586,0.0,2,235000,33.7129336,-84.4487515
302,"1700 Devon Drive SWAtlanta, GA 30311",30311,Fulton,3.0,2.5,1334.0,0.02,2006,1.0,1114,0.0,2,235000,33.7067191,-84.48510350000001
303,"822 Gertrude NWAtlanta, GA 30318",30318,Fulton,3.0,1.0,861.0,0.165,1956,3.0,2236,0.0,2,235000,33.7773579,-84.4442811
304,"101 Ardmore Place NW Unit: 2Atlanta, GA 30309",30309,Fulton,2.0,1.0,,0.019,1954,5.0,530,7560.0,2,235000,33.8043846,-84.39697369999999
305,"5498 Glen HavenAtlanta, GA 30349",30349,Clayton,2.0,2.0,1018.0,0.14,1984,,878,0.0,2,235000,33.6053271,-84.4242166
306,"775 Humphries StreetAtlanta, GA 30310",30310,Fulton,3.0,1.0,1078.0,0.101,2005,,1184,0.0,2,235000,33.7338487,-84.40570540000002
307,"1280 NW W Peachtree Street  Unit: 1802Atlanta, GA 30309",30309,Fulton,1.0,1.0,625.0,0.016,1985,5.0,1287,4059.0,2,235000,33.7912121,-84.3877745
308,"300 Peachtree Street  Unit: 9IAtlanta, GA 30308",30308,Fulton,1.0,1.0,677.0,,1962,,0,6624.0,2,235900,33.76256,-84.387878
309,"2138 Chadwick Road SWAtlanta, GA 30331",30331,Fulton,3.0,2.5,1368.0,0.02,2018,,1202,0.0,2,237000,33.6953983,-84.5206312
310,"2412 Peachwood Circle NE Unit: 3Atlanta, GA 30345",30345,DeKalb,2.0,1.5,,0.026,1998,,893,250.0,2,237000,33.8573106,-84.29012139999999
311,"961 Stonewall DriveAtlanta, GA 30315",30315,Fulton,3.0,2.0,1008.0,0.246,1960,,3278,0.0,2,237500,33.6904451,-84.35775799999999
312,"279 West LakeAtlanta, GA 30314",30314,Fulton,,,,0.288,1958,5.0,2361,0.0,2,238000,33.7539971,-84.412014
313,"362 McGillAtlanta, GA 30312",30312,Fulton,1.0,1.0,813.0,0.019,1987,6.0,1116,4800.0,2,238000,33.7651036,-84.3765399
314,"800 Peachtree Street NE Unit: 1302Atlanta, GA 30308",30308,Fulton,1.0,1.0,775.0,,2001,,4046,3480.0,2,238500,33.7768259,-84.3852295
315,"2325 Britley TerraceAtlanta, GA 30349",30349,Fulton,3.0,2.0,1075.0,0.293,1965,,3883,0.0,2,238500,33.60602,-84.4658099
316,"3432 Mount Gilead Road SWAtlanta, GA 30331",30331,Fulton,3.0,2.0,,0.325,1960,,2804,0.0,2,239000,33.7001529,-84.5017118
317,"20 Pine Canyon Drive SW Unit: 36Atlanta, GA 30331",30331,Fulton,3.0,2.5,,0.04,2003,1.0,364,2700.0,2,239000,33.6752971,-84.4867482
318,"359 Fairburn Road NWAtlanta, GA 30331",30331,Fulton,3.0,1.0,1149.0,0.666,1940,,2240,0.0,2,239000,33.765175,-84.499507
319,"725 Crestwell Circle SWAtlanta, GA 30331",30331,Fulton,3.0,2.5,1512.0,0.02,2007,5.0,3378,2856.0,2,239000,33.745602,-84.5034843
320,"3556 Oakshire Way SEAtlanta, GA 30354",30354,Fulton,3.0,2.0,,0.37,2005,3.0,1256,500.0,2,239900,33.65611,-84.35159639999999
321,"1017 SW Ashby Groove SWAtlanta, GA 30314",30314,Fulton,2.0,2.0,1104.0,0.069,1925,,3007,0.0,2,239900,33.7500739,-84.42120589999999
322,"1850 Cotillion Drive  Unit: 4214Atlanta, GA 30338",30338,DeKalb,1.0,1.0,,0.029,2004,5.0,1896,2112.0,2,239900,33.922354,-84.312872
323,"4536 Parkview SquareAtlanta, GA 30349",30349,Fulton,2.0,2.5,1392.0,0.04,2003,4.0,2234,4000.0,2,239900,33.6355583,-84.5146788
324,"5223 Brentwood RoadAtlanta, GA 30349",30349,Clayton,3.0,2.0,1384.0,,1988,,2223,0.0,2,239900,33.6130338,-84.4326727
325,"2657 Bonnybrook Drive SWAtlanta, GA 30311",30311,Fulton,3.0,1.5,1092.0,0.258,1962,,1043,0.0,2,239900,33.6966098,-84.4778685
326,"2700 Woodward RoadAtlanta, GA 30349",30349,Fulton,3.0,2.5,,0.289,1995,,2514,0.0,2,239900,33.5784012,-84.47597700000001
327,"130 Mount Zion Road SWAtlanta, GA 30354",30354,Fulton,3.0,2.0,1042.0,0.689,1955,4.0,1037,0.0,2,239900,33.6726296,-84.39409599999999
328,"1280 W Peachtree Street NW Unit: 1607Atlanta, GA 30309",30309,Fulton,1.0,1.0,813.0,0.019,1989,6.0,1135,470.0,2,239900,33.7896852,-84.38880449999999
329,"1689 Oak Knoll CircleAtlanta, GA 30315",30315,Fulton,3.0,2.0,1089.0,0.2,1945,,2197,0.0,2,239900,33.7096212,-84.3773449
330,"390 NW 17th Street Street  Unit: 2002Atlanta, GA 30363",30363,Fulton,1.0,1.0,,0.019,2007,4.0,2862,5736.0,2,239900,33.7910495,-84.400194
331,"1227 S Epworth StreetAtlanta, GA 30310",30310,Fulton,4.0,2.0,1848.0,0.15,1951,,4169,0.0,2,239900,33.7215834,-84.4310318
332,"3173 SW PenningtonAtlanta, GA 30354",30354,Fulton,3.0,1.0,2288.0,0.27,1961,,608,0.0,2,239900,33.6580771,-84.38574419999999
